Title,Image URL,Price,Lease Rental,Down Payment,Vehicle Link
Land For Sale In Matugama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f23085d1e2e70661ed38d509d6461fa7-712590.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-matugama/1310569
Land For Sale In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a2f02788a5e209c66b8fad4871b1c467-527627.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-horana/1310577
Land For Sale In Kirindiwela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1066ad4df5bbee9ce9f23388e690bd20-218592.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kirindiwela/1310582
Land For Sale In Athurugiriya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e0d9191ffd1c0558a1dc012cfe51e8b1-481988.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-athurugiriya/1310593
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3401681318b4bbd636c58bf6e58f8da2-144618.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1310596
Land For Sale In Divulapitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ba1c31aae2aaf780395408199e12c1f5-436223.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-divulapitiya/1310424
Land For Sale In Aluthgama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/59c1e934757c129103a7885776bc966f-505183.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-aluthgama/1310382
Land For Sale In Kadugannawa,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"32,500,000",N/A,https://patpat.lk/property/land/land-for-sale-in-kadugannawa/1280613
Land For Sale In Dewalapola,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"16,625,000",N/A,https://patpat.lk/property/land/land-for-sale-in-dewalapola/1308707
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9330bc8c239ce2661b35cfbf7032ade31072033_2.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1072033
Bare Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e7de2f0524998188dadada1592a99ce51310349_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/bare-land-for-sale-in-wattala/1310349
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4905c5d13b7ad42a1d66a3d120eb35c61071143_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1071143
Land For Sale In Nawala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/68097d3645ac5530535408d93411d8271147813_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nawala/1147813
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f59f7f428744929c3ff34bad644b4ea0-287853.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1167341
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/804d374e718e72c032dfc8fbb8bf6def1240813_1.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1240813
Land For Sale In Nainamadama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d53a7e8bf437356c8abd9c1c1ae7a34a1147818_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nainamadama/1147818
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ff125eee665f0c0ce60e9c7e27b371db1076094_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1076094
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a7d907190ea9829ae51a1ba8df60aa431076121_1.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1076121
Land For Sale In Mount Lavinia,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7b5e1cbc5365a5685961f2e3add87ec11091251_2.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-mount-lavinia/1091251
Land For Sale In Godagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/47451b32e877ac94cb930c2c0e42c1c0-954602.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-godagama/1310553
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/5cb3de124d432796e90cf5bfda0759101180001_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1180001
Land For Sale In Hanwella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/2abf3469143491a82d93c3c055e5b3ec-442554.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hanwella/1310542
Land For Sale In Uswetakeiyawa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a92c5e351aa6f6e1993da54215d75a23-432217.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-uswetakeiyawa/1147815
Land For Sale In Colombo 14,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/482d7e157530eea4293f6ad64807ce261258232_1.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-14/1258232
Land For Sale In Colombo 08,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6e6d1cb4fbf46dc0df4b3ce8cdbbd28c1069299_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-08/1069299
Land For Sale In Colombo 15,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f15cdac768b1fa77b3827f9dc4259a9a1067537_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-15/1067537
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f39beaccbcb82002bf98a1c15f63dcdd1074994_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1074994
Tea Estate Land For Sale In Elpitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/06c68ea3da057321ed77dbe819c1a195-462164.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/tea-estate-land-for-sale-in-elpitiya/1310308
Land For Sale In Nainamadama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7570eab50ac5ea4256ed10d484e25f581098061_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nainamadama/1098061
Land For Sale In Meegoda,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"3,325,000",N/A,https://patpat.lk/property/land/land-for-sale-in-meegoda/1280864
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"13,500,000",N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1305149
Land For Sale In Colombo 06,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/39453c90e584ad5523969705c7ef71fa1147323_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-06/1147323
Land For Sale In Nugegoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/acb5208527064e8e4a120f084a7d1e0a1069748_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nugegoda/1069748
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/66e1215ca9ddd6959f201aba0beb6b4c1070009_2.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1070009
Land For Sale In Dodangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/298dc9d39acc6a772fa9ebc2a8367d83-708670.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-dodangoda/1310388
Land For Sale In Pandura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1b1d346eeb4cae6cc87508b47a2e7fce-339800.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-pandura/1310401
Land For Sale In Padukka,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/baa713f5e018dc01e3469fa6c07097fd-973727.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-padukka/1310455
Land For Sale In Katana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/170a91fb4dfb7e460c4fb0205be844fc-273451.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-katana/1310423
Land For Sale In Kottawa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/0bc7c121c6d29999bdf92e251fef0098-616254.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kottawa/1278577
Land For Sale In Gampaha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/48145c0e7874bad847d5203d38a3eb34-469104.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-gampaha/1310329
Land For Sale In Colombo 05,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/11c350db38a34d2091408d05fb9beb1b1223845_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-05/1223845
Land For Sale In Colombo 05,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/aa7adc5c0b4ec6f2a889aac66efaa9931223846_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-05/1223846
Land For Sale In Colombo 14,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/017ae2c50a49038524af7e5047c518641076131_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-14/1076131
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/de96aacf60547e14f6c7dab8424680601076084_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1076084
Land For Sale In Colombo 02,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7aca23fe3082548ec1b3055c002724211070739_2.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-02/1070739
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6d7af5376650a700a6aead4c64a453261072030_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1072030
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/0447ee5df3544271d6c179423427b33b1068072_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1068072
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ff1a6162a62f55315dec68e88a9594781069746_2.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1069746
Land For Sale In Colombo 03,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/c24278dbf431fac4993ddb9ad026b83e1068158_2.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-03/1068158
Land For Sale In Ekala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/39c4fddef0026cd5e3d5f3ea0670af471068289_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-ekala/1068289
Land For Sale In Colombo 05,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/bdddafce2d472177c47ceee16dbc00db1092950_1.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo-05/1092950
Land For Sale In Kamburugamuwa,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kamburugamuwa/1287729
Land For Sale In Moratuwa,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"7,600,000",N/A,https://patpat.lk/property/land/land-for-sale-in-moratuwa/1306754
Land For Sale In Hadapangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/c9a70daeb9187bc2f840018a578b1653-662514.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hadapangoda/1310319
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/5f2d33198058a9fc88765fd3c91d9f1b-577915.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1310314
House For Sale In Kahathuduwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/df5e2553378ef59eb940b859a3e2a259-865039.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/house-for-sale-in-kahathuduwa/1310320
Land For Sale In Polgasowita,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/fa58df35db5edc33c0bc85a80d6a4553-727174.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-polgasowita/1310278
Land For Sale In Piliyandala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8dca08b4c2bd9ea7ec324e170c3b8665-867786.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-piliyandala/1235543
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f38452854d0876014b69eb282896e9561310276_4.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1310276
Land For Sale In Kaduwela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/cd7b1174a231e177fedf4ba8efcb58f2-317319.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kaduwela/1310275
Land With House For Rent In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/de18b4ca9553d2e7ec88c90c49fa21ca-651102.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-with-house-for-rent-in-horana/1310217
Land For Sale In Yakkala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8690bbf3206768fd00694f2d52811c15-798060.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-yakkala/1310195
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/2c85628676f2d89337eb98423dc48e7b-184898.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1310197
Land For Sale In Padukka,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ca19438d62e13d1979e8d21ba3162617-789093.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-padukka/1310201
Land For Sale In Kahathuduwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d587bedfeb2b518317b23756052b3f2a-877872.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kahathuduwa/1310220
Land For Sale In Battaramulla,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/626dabb2a27632c576ce92c7f854e936-602752.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-battaramulla/1310221
Land For Sale In Pita Kotte,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/33212b4300e141edfe00d6d0eae569e2-743656.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-pita-kotte/1310223
Land For Sale In Nawala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/b27577445e6c401b2600744bcd7dc920-998160.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nawala/1310226
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/812548da6d5d81fb3784f9b2c9a28c00-406299.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1310192
Land For Sale In Avissawella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d287aa36cc2942f6a16539ac94bd9f8e-308213.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-avissawella/1310178
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1bbb89e7925912b3ce39236df5015e98-603218.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1310169
Land For Rent In Colombo 03,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7c44db3c1e4a0c257725511231bac584-971093.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-rent-in-colombo-03/1310167
Land For Sale In Hanwella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/84423733a668ac8f07e7119cbe687084-360066.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hanwella/1310161
Land For Sale In Kamburugamuwa,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kamburugamuwa/1287729
Land With House For Sale In Weligama,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"46,500,000",N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-weligama/1290714
Land For Sale In Pitipana Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/62e66eb6c1c32efa630cc3951e1d0ad0-695841.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-pitipana-homagama/1310155
Land For Sale In Hanwella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/c4d02158bc8251c00c5dfcc20ddac372-312944.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hanwella/1310148
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a97ce626b0fe82c2906dd17b055acc60-552109.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1310129
Land For Sale In Godagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9acf14159b10a5cfc108033329097430-358304.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-godagama/1310125
Land For Sale In Avissawella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/08479084166afa091daaae7482bb2612-311514.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-avissawella/1310118
Land For Sale In Anuradhapura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1d68aef88906c536a76486b770582d57-132127.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-anuradhapura/1310103
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/b16f3877c7ee7e3c2cbb1e980862750c-370938.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1310101
Land For Sale In Hanwella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f1c5319c5b2f7aa2ad08a1c865d13bb9-170469.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hanwella/1310094
Land For Sale In Gonapola Junction,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/78b019b4e738ceaf03be375cd58dd7b9-620343.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-gonapola-junction/1310106
Land For Sale In Moratuwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ff57a079f5bc56d8742f2139d1ea686c1310109_1.jpg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-moratuwa/1310109
Land For Sale In Nugegoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/43d32368447f143572025c53e2091d5c-911526.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nugegoda/1310111
Land For Sale In Nugegoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4f32c653b307cd997209304f3b45c4ba-481499.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nugegoda/1310117
Land For Sale In Nittambuwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/016397e8ef3be2475ec198f86fffbf52-277721.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nittambuwa/1310070
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f2d74cf8cae5f718c4be8221d245d15b-992264.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1310095
Land For Sale In Kandy,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/96f8554b50ec11c908ce5f69820e7c42-802967.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kandy/1310097
Land For Sale In Nittambuwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/2012f7d2aeb449d55f4e18e691d183d1-833401.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nittambuwa/1310090
Land For Sale In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a988692d32c707989f46b245676cfe7e-879848.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-horana/1310092
Land For Sale In Meegoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e2cd157e71f346392e1e8b1c195fc443-627925.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-meegoda/1310088
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4eeaf5a554148c48ab61d448f48741f3-137375.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1310081
Land For Sale In Meegoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/b79eab7303050e81fb8a093cd9e53b53-201562.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-meegoda/1310078
Land For Sale In Kuliyapitiya,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"11,000,000",N/A,https://patpat.lk/property/land/land-for-sale-in-kuliyapitiya/1265265
Land With House For Sale In Battaramulla,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"43,000,000",N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-battaramulla/1265537
Land For Sale In Yakkala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6a61607b63df15ce717970fc760933e4-346287.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-yakkala/1310072
Land For Sale In Athurugiriya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4d13da922da7242bd94f35c2c1e3a6ad-656052.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-athurugiriya/1310074
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f176d23ae7f09cc429196e190c37179d-563633.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1310046
Land For Sale In Kahathuduwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f77b6389cfd1daa328a631351ae17330-131392.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kahathuduwa/1310049
Land For Sale In Kaduwela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/267d8392e3d9c4cf9aa8ef6cd7c517d4-968456.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kaduwela/1310042
Land For Sale In Kahathuduwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d4212a559299731ca00ab2f9ef5c8086-584083.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kahathuduwa/1310041
Land For Sale In Pokunuwita,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ad34a9e5a411f6a84b113570d70dd298-574024.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-pokunuwita/1310040
Land For Sale In Yatadolawatta,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ddcc3eebd43f1f26b1b7e1237ccf4ecf-305969.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-yatadolawatta/1310035
Land For Sale In Kottawa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/416b8e8f7f2aa434fdcc55c8fa4754b2-935109.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kottawa/1310045
Land With House For Sale In Divulapitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d6845712e68eb559af7ee0243666fe0b-830900.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-divulapitiya/1309805
Land For Sale In Mirigama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/08f7ef12fdff125a6c94fadc67169be8-997374.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-mirigama/1310043
Land For Sale In Maggona,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7b1380e159d3ce8c6af131c162300137-377191.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-maggona/1310016
Land For Sale In Dharga Town,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6c450c75405de9ca1acc3b1a4a907b34-948550.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-dharga-town/1310024
Land For Sale In Matugama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/01177dd6100a9612636b7e0626d33a4f-423442.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-matugama/1310030
Land For Sale In Dodangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4fef7a6bff13b10612795c7c32db5289-284005.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-dodangoda/1310032
Land For Sale In Nittambuwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/106d3af16c7536d93b63b89ba38c6f29-167275.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nittambuwa/1309978
Land For Sale In Thihariya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3d2bb5373c724cfeae5b4dc1dbcf1870-201595.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-thihariya/1309988
Land For Sale In Mirigama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8123bf98cacfa5e5b074acad42c0e4c7-195118.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-mirigama/1309877
Land For Sale In Kamburugamuwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/af33700488e5edac0ffae4972d553496-772376.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kamburugamuwa/1199820
Land For Sale In Urapola,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/720939d2d9e71cb08900e83c89a86076-339593.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-urapola/1309849
Land With House For Sale In Weligama,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"46,500,000",N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-weligama/1290714
Land For Sale In Moratuwa,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"7,600,000",N/A,https://patpat.lk/property/land/land-for-sale-in-moratuwa/1306754
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8575a27b2c4de0dca1aaa090bd181cd2-495870.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1309869
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4946dcb2b79abffbde72f6c71246bfcb-816487.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1309850
